INFO:root:0.05,1.03,3,1800,3034649.9
INFO:root:0.05,1.02,3,1680,3011082.6
INFO:root:0.05,1.02,3,1440,2990529.67
INFO:root:0.05,1.03,3,1440,2975380.16
INFO:root:0.05,1.02,3,1560,2936240.47
INFO:root:0.05,1.04,3,1800,2934684.17
INFO:root:0.05,1.03,3,1680,2892075.22
INFO:root:0.05,1.04,3,1680,2888718.05
INFO:root:0.05,1.04,3,1440,2868542.26
INFO:root:0.05,1.03,3,1560,2821765.85
INFO:root:0.05,1.04,3,1560,2797988.66
INFO:root:0.05,1.02,3,1800,2781842.06
INFO:root:0.05,1.04,3,1920,2770265.64
INFO:root:0.04,1.03,3,1440,2743775.15
INFO:root:0.04,1.04,3,1440,2730520.57
INFO:root:0.05,1.03,3,2160,2709520.75
INFO:root:0.04,1.04,3,1800,2689545.26
INFO:root:0.04,1.03,3,1800,2684026.3
INFO:root:0.05,1.03,3,1920,2680015.28
INFO:root:0.05,1.01,3,1560,2669945.7
INFO:root:0.05,1.03,3,2040,2666074.63
INFO:root:0.04,1.02,3,1440,2650598.47
INFO:root:0.05,1.03,3,2280,2641829.53
INFO:root:0.05,1.04,3,2160,2632771.48
INFO:root:0.05,1.02,3,1920,2621397.87
INFO:root:0.05,1.02,3,2040,2616909.78
INFO:root:0.04,1.04,3,1560,2590547.6
INFO:root:0.05,1.04,3,2280,2587544.48
INFO:root:0.05,1.04,3,2040,2575354.8
INFO:root:0.04,1.02,3,1560,2570476.44
INFO:root:0.04,1.02,3,1680,2563354.37
INFO:root:0.05,1.02,3,2280,2561050.86
INFO:root:0.04,1.03,3,1560,2557077.97
INFO:root:0.05,1.01,3,2160,2556285.29
INFO:root:0.05,1.03,3,2400,2552981.53
INFO:root:0.05,1.01,3,1440,2540712.56
INFO:root:0.05,1.01,3,1680,2532388.82
INFO:root:0.04,1.04,3,1680,2519981.04
INFO:root:0.04,1.03,3,1680,2507753.44
INFO:root:0.05,1.03,3,2520,2503252.12
INFO:root:0.05,1.01,3,1800,2483282.83
INFO:root:0.05,1.02,3,2160,2469510
INFO:root:0.04,1.02,3,1800,2464201.59
INFO:root:0.04,1.04,3,1920,2445032.27
INFO:root:0.05,1.04,3,2400,2442020.14
INFO:root:0.05,1.03,4,1560,2441330.75
INFO:root:0.05,1.02,3,2400,2436672.4
INFO:root:0.05,1.04,4,1560,2432742.12
INFO:root:0.05,1.02,3,2640,2426035.39
INFO:root:0.05,1.03,3,2760,2414005.56
INFO:root:0.05,1.02,4,1800,2394400.51
INFO:root:0.05,1.04,3,2760,2390658.44
INFO:root:0.05,1.03,4,1800,2385808.11
INFO:root:0.05,1.03,3,2640,2383417.86
INFO:root:0.05,1.03,4,1440,2381845.69
INFO:root:0.05,1.04,3,2520,2380134.12
INFO:root:0.04,1.03,3,1920,2377302.86
INFO:root:0.03,1.03,3,1440,2371681.53
INFO:root:0.05,1.03,3,2880,2369481.39
INFO:root:0.05,1.04,4,1800,2362742.78
INFO:root:0.05,1.02,3,2760,2349243.16
INFO:root:0.05,1.02,3,2520,2346635.82
INFO:root:0.03,1.04,3,1440,2339982.52
INFO:root:0.05,1.02,4,1560,2333450.27
INFO:root:0.05,1.04,3,2640,2331142.14
INFO:root:0.05,1.02,4,1440,2330507.68
INFO:root:0.03,1.04,3,1800,2327424.29
INFO:root:0.05,1.01,3,1920,2326675.63
INFO:root:0.05,1.02,3,2880,2325134.07
INFO:root:0.04,1.04,3,2160,2324126.39
INFO:root:0.04,1.03,3,2160,2316589.92
INFO:root:0.05,1.04,4,1440,2300423.76
INFO:root:0.05,1.03,4,1680,2300201.73
INFO:root:0.04,1.03,3,2040,2291018.26
INFO:root:0.05,1.01,3,2280,2288646.6
INFO:root:0.04,1.04,3,2040,2282448.73
INFO:root:0.04,1.04,3,2280,2273728.42
INFO:root:0.05,1.04,4,1680,2269135.55
INFO:root:0.03,1.03,3,1800,2266430.49
INFO:root:0.04,1.03,3,2280,2259065.55
INFO:root:0.05,1.04,3,2880,2257273.89
INFO:root:0.05,1.01,3,2040,2255847.73
INFO:root:0.04,1.02,3,1920,2246337.94
INFO:root:0.03,1.03,3,1560,2242179.04
INFO:root:0.03,1.04,3,1560,2237852.29
INFO:root:0.05,1.01,3,2400,2230578.46
INFO:root:0.04,1.01,3,1680,2217697.97
INFO:root:0.04,1.01,3,1440,2200164.61
INFO:root:0.04,1.01,3,1560,2197812.5
INFO:root:0.04,1.03,3,2400,2197782.04
INFO:root:0.05,1.02,4,1680,2186600.17
INFO:root:0.03,1.02,3,1440,2175598.93
INFO:root:0.04,1.01,3,2160,2164601.59
INFO:root:0.03,1.02,3,1560,2161275.72
INFO:root:0.04,1.02,3,2160,2150135.64
INFO:root:0.05,1.01,3,2760,2136411.29
INFO:root:0.05,1.03,4,1920,2128940.28
INFO:root:0.04,1.04,3,2400,2124526.97
INFO:root:0.04,1.04,3,2760,2120260.75
INFO:root:0.04,1.03,3,2760,2115574.23
INFO:root:0.05,1.01,3,2640,2113641.18
INFO:root:0.04,1.02,3,2040,2112798.32
INFO:root:0.05,1.03,4,2880,2111257.31
INFO:root:0.04,1.02,3,2280,2110769.67
INFO:root:0.04,1.01,3,1800,2109820.15
INFO:root:0.03,1.03,3,1680,2109055.95
INFO:root:0.04,1.03,3,2520,2102421.96
INFO:root:0.03,1.02,3,1680,2100799.23
INFO:root:0.05,1.04,4,1920,2096683.93
INFO:root:0.04,1.03,3,2880,2086325.57
INFO:root:0.03,1.04,3,1680,2082836.85
INFO:root:0.03,1.03,3,1920,2077935.21
INFO:root:0.03,1.02,3,1800,2072302.9
INFO:root:0.05,1.03,4,2760,2069745.26
INFO:root:0.05,1.04,4,2880,2060829.21
INFO:root:0.03,1.04,3,1920,2053853.27
INFO:root:0.05,1.03,5,1440,2040138.87
INFO:root:0.05,1.02,4,2760,2038516.52
INFO:root:0.04,1.02,3,2760,2024526.88
INFO:root:0.04,1.03,3,2640,2023217.41
INFO:root:0.04,1.02,3,2640,2016658.14
INFO:root:0.05,1.04,4,2040,2010670.74
INFO:root:0.04,1.03,4,1440,2010155.31
INFO:root:0.04,1.02,3,2400,2009762.2
INFO:root:0.05,1.01,3,2520,2009419.47
INFO:root:0.04,1.04,3,2880,2005168.69
INFO:root:0.05,1.04,5,1440,2005155.84
INFO:root:0.04,1.04,3,2520,2001504.58
INFO:root:0.05,1.04,4,2760,1998813.62
INFO:root:0.05,1.01,4,1440,1996089.68
INFO:root:0.05,1.02,4,1920,1991937.38
INFO:root:0.04,1.03,4,1560,1989561.45
INFO:root:0.05,1.03,5,1560,1983185.89
INFO:root:0.05,1.03,4,2040,1979313
INFO:root:0.04,1.04,3,2640,1977943.75
INFO:root:0.04,1.04,4,1560,1976471.97
INFO:root:0.05,1.01,3,2880,1974863.66
INFO:root:0.04,1.02,3,2880,1966483.34
INFO:root:0.03,1.01,3,1440,1964630.7
INFO:root:0.05,1.02,4,2040,1961986.19
INFO:root:0.03,1.01,3,1680,1960926.58
INFO:root:0.04,1.02,4,1440,1960774.88
INFO:root:0.03,1.04,3,2040,1956546.48
INFO:root:0.04,1.04,4,1440,1955625.61
INFO:root:0.04,1.03,4,1800,1952392.36
INFO:root:0.04,1.04,4,1800,1947804.98
INFO:root:0.05,1.04,5,1560,1946774.32
INFO:root:0.03,1.03,3,2040,1943227.27
INFO:root:0.04,1.01,3,1920,1942549.26
INFO:root:0.05,1.02,4,2880,1938526.56
INFO:root:0.05,1.02,5,1440,1935005.09
INFO:root:0.03,1.03,3,2160,1933928.1
INFO:root:0.04,1.02,4,1800,1931057.19
INFO:root:0.03,1.01,3,1560,1919311.86
INFO:root:0.03,1.04,3,2160,1910408.16
INFO:root:0.04,1.02,3,2520,1908561.34
INFO:root:0.04,1.01,3,2040,1899027.6
INFO:root:0.04,1.02,4,1560,1896984.86
INFO:root:0.04,1.03,4,1680,1896328.45
INFO:root:0.05,1.02,5,1560,1887327.77
INFO:root:0.04,1.04,4,1680,1887271.93
INFO:root:0.04,1.01,3,2280,1873950.54
INFO:root:0.05,1.03,4,2160,1872246.77
INFO:root:0.05,1.04,4,2160,1871854
INFO:root:0.04,1.03,4,1920,1853627.53
INFO:root:0.03,1.02,3,1920,1850397.59
INFO:root:0.05,1.04,4,2280,1843846.88
INFO:root:0.05,1.03,4,2280,1843703.52
INFO:root:0.03,1.03,3,2280,1842803.27
INFO:root:0.03,1.01,3,1800,1840543.53
INFO:root:0.04,1.04,4,1920,1837714
INFO:root:0.05,1.03,4,2640,1833215.55
INFO:root:0.05,1.02,4,2160,1825366.3
INFO:root:0.03,1.04,3,2280,1822602.69
INFO:root:0.05,1.03,4,2520,1814735.79
INFO:root:0.05,1.04,4,2400,1799068.13
INFO:root:0.05,1.02,4,2640,1793311.06
INFO:root:0.04,1.01,3,2400,1786545.22
INFO:root:0.04,1.02,4,1680,1783340.07
INFO:root:0.05,1.04,4,2520,1782729.87
INFO:root:0.05,1.04,4,2640,1778523.86
INFO:root:0.04,1.03,4,2040,1777297.09
INFO:root:0.05,1.01,4,1560,1776158.94
INFO:root:0.05,1.02,4,2520,1767071.91
INFO:root:0.03,1.03,4,1560,1763402.82
INFO:root:0.05,1.03,4,2400,1762046.42
INFO:root:0.04,1.04,4,2040,1761141.67
INFO:root:0.03,1.04,4,1560,1753770.32
INFO:root:0.04,1.02,4,2040,1753510.68
INFO:root:0.03,1.02,4,1440,1750696.52
INFO:root:0.05,1.02,4,2280,1745855.26
INFO:root:0.03,1.01,3,2160,1743696.09
INFO:root:0.04,1.02,4,1920,1740730.75
INFO:root:0.05,1.02,4,2400,1737396.77
INFO:root:0.03,1.02,3,2040,1732962.22
INFO:root:0.03,1.04,4,1680,1732783.04
INFO:root:0.03,1.02,3,2160,1729900.35
INFO:root:0.03,1.02,4,1560,1725287.76
INFO:root:0.03,1.03,4,1440,1721878.73
INFO:root:0.03,1.03,4,1680,1716063.47
INFO:root:0.03,1.02,4,1680,1713307.35
INFO:root:0.05,1.01,4,1680,1712939.96
INFO:root:0.03,1.03,3,2400,1708488.16
INFO:root:0.03,1.04,4,1440,1702789.19
INFO:root:0.03,1.03,4,1800,1701390.84
INFO:root:0.03,1.02,4,1800,1700607.58
INFO:root:0.03,1.04,4,1800,1700017.83
INFO:root:0.04,1.01,3,2760,1693102.85
INFO:root:0.05,1.03,5,1680,1690634.68
INFO:root:0.05,1.01,4,2160,1688803.5
INFO:root:0.03,1.04,3,2400,1679983.46
INFO:root:0.05,1.04,5,1680,1675535.26
INFO:root:0.03,1.03,3,2880,1664243.81
INFO:root:0.04,1.03,4,2880,1662296.36
INFO:root:0.03,1.01,3,1920,1661429.8
INFO:root:0.03,1.04,3,2760,1661044.59
INFO:root:0.05,1.03,6,1440,1660807.98
INFO:root:0.05,1.03,5,1800,1657187.74
INFO:root:0.04,1.03,4,2160,1654016.31
INFO:root:0.03,1.02,3,2640,1648544.28
INFO:root:0.03,1.02,3,2280,1644178.31
INFO:root:0.03,1.01,4,1440,1642827.4
INFO:root:0.05,1.04,6,1440,1640897.17
INFO:root:0.04,1.01,3,2640,1640495.1
INFO:root:0.03,1.04,3,2880,1635814.21
INFO:root:0.05,1.04,5,2160,1635812.25
INFO:root:0.05,1.04,5,1800,1632830.61
INFO:root:0.04,1.03,4,2760,1631721.28
INFO:root:0.03,1.03,3,2760,1629856.66
